INN,sqm_sum,sqm_mean,sqm_median,City,Turnover_sum_last_12,Turnover_max_last_12,Turnover_median_last_12,Turnover_deriv,Latest_date,First_date,start_date,Price,ACTIVITY_AND_ATTRITION,Active_months,Seasonality,upper_bound,legal_type,sum_debits,n_debits,unique_addresses_last_12,SQM_SINGLE_MATS_IN_ACTIVE_SPECIFICATIONS,total_spacetime_area,Frequency_of_changes_sum,weighted_changes,total_recalculations,sum_recalculations,ДАТА КОНТРАКТА,Dur_months,weather_sum_0,weather_avg_0,weather_winter_sum_0,weather_winter_avg_0,weather_sum_1,weather_avg_1,weather_winter_sum_1,weather_winter_avg_1
274110679.0,3711.019999999999,309.2516666666666,341.79,Москва,345873.9666666667,41199.65,31692.0875,24982.5416666667,2025-05-01,2020-01-01,2022-08-01,93.20186004566581,0,12,0,2023-07-01,АО,0.0,0.0,1,3426850.0,41122200.0,504.0,0.007564454878974488,10.0,9038.26,2020-01-01,41.95137976346912,84.7,7.058333333333334,-12.200000000000001,-2.4400000000000004,690.0,57.5,266.0,53.2
411152793.0,373.5,31.125,29.88,Москва,52663.5,9387.3,4307.7,5901.299999999999,2023-12-01,2020-01-01,2022-08-01,141.0,0,12,0,2023-07-01,Other,-37109.0,11.0,1,1792800.0,3585600.0,96.0,0.00010992890058594029,2.0,7081.56,2022-01-10,17.641261498028907,84.7,7.058333333333334,-12.200000000000001,-2.4400000000000004,690.0,57.5,266.0,53.2
608011790.0,146.62500000000003,12.218750000000002,12.75,Москва,35785.65,3031.025,3031.025,195.55000000000018,2025-05-01,2020-01-01,2023-06-01,244.06240409207157,0,12,0,2024-05-01,ООО,-17831.0,9.0,2,420750.0,1402500.0,77.0,7.309738432118141e-05,0.0,0.0,2019-11-15,53.515111695137975,82.39999999999999,6.866666666666666,-16.7,-3.34,748.0,62.333333333333336,264.0,52.8
725017259.0,247.09999999999997,20.591666666666665,19.4,Москва,48571.59154052733,4191.85833333333,4191.85832519531,346.14178059894994,2025-05-01,2020-01-01,2023-06-01,196.5665380029435,0,12,0,2024-05-01,ООО,-23071.0,9.0,2,533500.0,2134000.0,88.0,0.0001308502196845139,0.0,0.0,2016-01-22,99.2772667542707,82.39999999999999,6.866666666666666,-16.7,-3.34,748.0,62.333333333333336,264.0,52.8
1327029232.0,226.95000000000002,37.825,43.35,Москва,48915.74645182286,11413.675,8696.133528645816,9783.15,2025-04-01,2020-01-01,2023-06-01,215.53534457732036,0,6,1,2024-05-01,ООО,-5215.0,6.0,1,127500.0,2142000.0,84.0,0.0005816519137428769,4.0,4820.75,2018-11-20,65.34165571616295,82.39999999999999,6.866666666666666,-16.7,-3.34,748.0,62.333333333333336,264.0,52.8
1841065061.0,216.19999999999996,18.016666666666662,19.549999999999997,Москва,38557.60012207033,3356.26668294271,3302.13337402344,580.2666829427098,2023-07-01,2020-01-01,2022-08-01,178.34227623529296,0,12,0,2023-07-01,ООО,0.0,0.0,1,253000.0,2024000.0,88.0,0.00024821072599949035,0.0,0.0,2018-10-19,56.37319316688568,84.7,7.058333333333334,-12.200000000000001,-2.4400000000000004,690.0,57.5,266.0,53.2
2011005220.0,29.9,9.966666666666667,9.2,Москва,8845.41666666667,3402.08333333333,2721.66666666667,680.4166666666597,2025-05-01,2023-04-01,2022-07-01,295.8333333333334,0,3,0,2023-06-01,ООО,0.0,0.0,1,69000.0,276000.0,12.0,1.692345859087434e-05,0.0,0.0,2023-04-03,1.938239159001314,86.9,7.241666666666667,-12.200000000000001,-2.4400000000000004,630.0,52.5,266.0,53.2
2308134635.0,91.035,7.58625,7.14,Москва,43655.10618489583,4118.40625,3294.725,823.6813151041702,2024-05-01,2021-02-01,2023-06-01,479.5420023605847,1,12,0,2024-05-01,ООО,-17789.0,10.0,1,196350.0,785400.0,88.0,4.815827672924894e-05,0.0,0.0,2021-02-10,38.633377135348226,82.39999999999999,6.866666666666666,-16.7,-3.34,748.0,62.333333333333336,264.0,52.8
2315227383.0,67.5,16.875,18.0,Москва,11600.0,2900.0,2900.0,0.0,2025-05-01,2023-08-01,2022-12-01,171.85185185185185,0,4,0,2023-11-01,ООО,-13920.0,4.0,1,180000.0,720000.0,16.0,4.414815284575915e-05,0.0,0.0,2023-08-01,3.0223390275952693,87.10000000000001,7.258333333333334,-10.8,-2.16,786.0,65.5,316.0,63.2
2370001556.0,47.769999999999996,9.553999999999998,11.24,Москва,12508.33333333333,3291.66666666667,2633.33333333333,1975.0000000000002,2024-11-01,2022-12-01,2022-08-01,261.8449515037331,0,5,1,2023-07-01,ООО,-13430.0,5.0,1,168600.0,674400.0,48.0,4.135210316552774e-05,0.0,0.0,2022-12-19,6.3731931668856765,84.7,7.058333333333334,-12.200000000000001,-2.4400000000000004,690.0,57.5,266.0,53.2
