INN,sqm_sum,sqm_mean,sqm_median,City,Turnover_sum_last_12,Turnover_max_last_12,Turnover_median_last_12,Turnover_deriv,Latest_date,First_date,start_date,Price,ACTIVITY_AND_ATTRITION,Active_months,Seasonality,upper_bound,legal_type,sum_debits,n_debits,unique_addresses_last_12,SQM_SINGLE_MATS_IN_ACTIVE_SPECIFICATIONS,total_spacetime_area,Frequency_of_changes_sum,weighted_changes,total_recalculations,sum_recalculations,ДАТА КОНТРАКТА,Dur_months,weather_sum_0,weather_avg_0,weather_winter_sum_0,weather_winter_avg_0,weather_sum_1,weather_avg_1,weather_winter_sum_1,weather_winter_avg_1
274110679.0,3359.889999999999,279.9908333333332,311.74,Москва,332666.4416666668,41199.65,32466.79166666665,27252.783333333304,2025-05-01,2020-01-01,2023-02-01,99.01111097883172,0,12,0,2024-01-01,АО,2.0,3.0,1,3066700.0,36800400.0,516.0,0.006835486077121908,7.0,2504.77,2020-01-01,47.99605781865966,81.3,6.7749999999999995,-13.799999999999999,-2.76,765.0,63.75,200.0,40.0
411152793.0,373.5,31.125,29.88,Москва,55128.59999999999,9387.3,4307.7,5901.299999999999,2023-12-01,2020-01-01,2022-11-01,147.59999999999997,0,12,0,2023-10-01,Other,-47447.0,10.0,1,1792800.0,3585600.0,96.0,0.00011100114345735516,2.0,7081.56,2022-01-10,20.66360052562418,85.70000000000002,7.141666666666668,-12.200000000000001,-2.4400000000000004,736.0,61.333333333333336,266.0,53.2
608011790.0,151.72500000000002,12.643750000000002,12.75,Москва,35687.875,3031.025,3031.025,293.3250000000003,2025-05-01,2020-01-01,2023-01-01,235.21420332839014,0,12,0,2023-12-01,ООО,-39183.0,11.0,2,471750.0,1581000.0,88.0,8.367807082921437e-05,0.0,0.0,2019-11-15,48.52168199737188,86.7,7.2250000000000005,-11.200000000000001,-2.24,749.0,62.416666666666664,279.0,55.8
725017259.0,244.54999999999998,20.379166666666666,19.4,Москва,47533.16642659507,4191.85833333333,3845.71666666667,346.14178059894994,2025-05-01,2020-01-01,2023-03-01,194.3699301844002,0,12,0,2024-02-01,ООО,-32299.0,10.0,2,582000.0,2328000.0,96.0,0.00014413803099549467,0.0,0.0,2016-01-22,96.32063074901446,80.89999999999999,6.741666666666666,-18.299999999999997,-3.6599999999999993,786.0,65.5,255.0,51.0
1327029232.0,256.275,36.61071428571428,35.7,Москва,48181.35008138018,12760.1253255208,6616.36108398438,11129.6003255208,2025-04-01,2020-01-01,2022-11-01,188.00643871380424,0,7,1,2023-10-01,ООО,-32007.0,7.0,2,267750.0,3213000.0,132.0,0.0005967983164800572,2.0,-10775.22,2018-11-20,58.3442838370565,85.70000000000002,7.141666666666668,-12.200000000000001,-2.4400000000000004,736.0,61.333333333333336,266.0,53.2
1513081504.0,2.04,2.04,2.04,Москва,1074.75,1074.75,1074.75,0.0,2025-05-01,2024-01-01,2023-02-01,526.8382352941177,0,1,0,2024-01-01,ООО,-1289.0,2.0,1,20400.0,40800.0,4.0,1.2630652200636129e-06,0.0,0.0,2023-12-01,1.0183968462549278,81.3,6.7749999999999995,-13.799999999999999,-2.76,765.0,63.75,200.0,40.0
2011005220.0,98.9,8.990909090909092,9.2,Москва,31299.16666666668,3402.08333333333,2721.66666666667,1360.8333333333298,2025-05-01,2023-04-01,2023-03-01,316.4728682170544,0,11,0,2024-02-01,ООО,-13880.0,6.0,1,253000.0,1012000.0,44.0,6.265794130903805e-05,0.0,0.0,2023-04-03,9.986859395532194,80.89999999999999,6.741666666666666,-18.299999999999997,-3.6599999999999993,786.0,65.5,255.0,51.0
2315227383.0,202.5,16.875,18.0,Москва,37120.0,3190.0,3190.0,290.0,2025-05-01,2023-08-01,2023-09-01,183.30864197530863,0,12,0,2024-08-01,ООО,-2784.0,11.0,1,540000.0,2160000.0,48.0,0.0001337363174185002,0.0,0.0,2023-08-01,12.02365308804205,88.2,7.3500000000000005,-16.7,-3.34,747.0,62.25,264.0,52.8
2370001556.0,275.05,55.010000000000005,16.44,Москва,51602.000081380225,35496.0,4444.66674804688,33196.0,2024-11-01,2022-12-01,2023-08-01,187.60952583668504,0,5,1,2024-07-01,ООО,-13593.0,5.0,2,663300.0,2653200.0,28.0,0.00016427277656239108,1.0,-400.0,2022-12-19,18.396846254927727,89.1,7.425,-16.7,-3.34,776.0,64.66666666666667,264.0,52.8
2540167061.0,1789.325,37.27760416666667,28.6,Москва,327243.4556175595,17484.7493489583,5264.99166666667,16422.2493489583,2025-05-01,2020-02-01,2023-02-01,182.8865385648552,0,12,0,2024-01-01,ООО,-239048.0,90.0,8,3263700.0,12349800.0,510.0,0.000742812370817117,0.0,0.0,2020-02-17,46.45203679369251,81.3,6.7749999999999995,-13.799999999999999,-2.76,765.0,63.75,200.0,40.0
3000009457.0,92.0,18.4,18.4,Москва,23562.00016276042,5610.0,4488.00008138021,2244.0,2025-05-01,2023-10-01,2023-03-01,256.10869742130893,0,5,0,2024-02-01,ООО,-9424.0,5.0,1,230000.0,920000.0,20.0,5.696176482639823e-05,0.0,0.0,2023-10-10,3.7450722733245727,80.89999999999999,6.741666666666666,-18.299999999999997,-3.6599999999999993,786.0,65.5,255.0,51.0
3017058220.0,537.85,67.23125,69.4,Москва,127950.7506510417,18560.2506510417,15512.5,4124.500651041701,2025-04-01,2022-12-01,2023-06-01,237.89300111748943,0,8,1,2024-05-01,ООО,-49602.0,8.0,1,694000.0,5552000.0,128.0,0.0006875037354699196,3.0,-4949.4,2022-12-12,16.62286465177398,82.39999999999999,6.866666666666666,-16.7,-3.34,748.0,62.333333333333336,264.0,52.8
3301016507.0,285.2,23.766666666666666,27.6,Москва,40981.573972284226,4306.19523809524,4167.284621465775,3050.95357142857,2025-05-01,2020-01-01,2023-08-01,143.69415838809337,0,12,0,2024-07-01,ООО,-9056.0,9.0,1,690000.0,2760000.0,48.0,0.00017088529447919468,0.0,0.0,2017-02-16,88.43626806833115,89.1,7.425,-16.7,-3.34,776.0,64.66666666666667,264.0,52.8
3301036461.0,143.51999999999998,11.959999999999999,11.04,Москва,28591.399731445345,2382.61666666667,2382.61666666667,8.951823019742733e-05,2025-05-01,2020-01-01,2023-10-01,199.21543848554452,0,12,0,2024-09-01,ООО,-5718.0,11.0,1,607200.0,1214400.0,22.0,3.759476478542283e-05,0.0,0.0,2019-07-10,61.760840998685936,90.3,7.5249999999999995,-16.7,-3.34,752.0,62.666666666666664,264.0,52.8
3302007079.0,183.60000000000002,15.300000000000002,14.4,Москва,33651.48307640437,2890.03958333333,2843.426041666665,324.1913690476199,2025-05-01,2020-01-01,2023-09-01,183.28694486059024,0,12,0,2024-08-01,ООО,-13084.0,12.0,1,432000.0,1728000.0,48.0,0.00010698905393480016,0.0,0.0,2009-02-24,185.18396846254927,88.2,7.3500000000000005,-16.7,-3.34,747.0,62.25,264.0,52.8
3304025940.0,183.555,20.395,20.395,Москва,30564.749951171867,3589.95,3589.95,1505.4666666666699,2023-12-01,2020-01-01,2023-01-01,166.51548555567467,0,9,0,2023-12-01,ООО,-25065.0,6.0,1,1631600.0,1631600.0,32.0,2.5255112905095478e-05,1.0,-287.2,2018-10-01,61.990801576872535,86.7,7.2250000000000005,-11.200000000000001,-2.24,749.0,62.416666666666664,279.0,55.8
3311013880.0,215.775,43.155,41.1,Москва,56500.5501953125,11834.5751953125,11452.8166666667,1527.0418619792,2025-02-01,2020-01-01,2023-10-01,261.8493810465184,1,5,1,2024-09-01,ООО,-27944.0,5.0,1,411000.0,1644000.0,32.0,0.00010178819714630293,0.0,0.0,2016-02-17,102.46386333771353,90.3,7.5249999999999995,-16.7,-3.34,752.0,62.666666666666664,264.0,52.8
3311021111.0,216.75000000000003,18.062500000000004,17.34,Москва,67663.41321382072,6066.40476190476,5565.4318452381,680.5029761904698,2025-05-01,2020-01-01,2023-03-01,312.1726099830252,0,12,0,2024-02-01,ООО,7516.0,4.0,1,520200.0,2080800.0,96.0,0.00012883265244648852,0.0,0.0,2015-10-01,100.03285151116951,80.89999999999999,6.741666666666666,-18.299999999999997,-3.6599999999999993,786.0,65.5,255.0,51.0
3327329342.0,65.025,5.41875,5.1,Москва,21587.62690778461,1841.33541666667,1811.63545735677,152.01071428572004,2025-05-01,2020-01-01,2023-10-01,331.9896487164107,0,12,0,2024-09-01,ООО,255.0,11.0,1,140250.0,561000.0,44.0,3.473429355174936e-05,0.0,0.0,2009-04-29,184.0998685939553,90.3,7.5249999999999995,-16.7,-3.34,752.0,62.666666666666664,264.0,52.8
3328432984.0,124.2,10.35,9.2,Москва,25515.49166666666,2175.09166666667,2091.43333333333,83.65833333333967,2025-05-01,2022-07-01,2022-12-01,205.43874127750934,0,12,0,2023-11-01,ООО,-18007.0,10.0,1,552000.0,1104000.0,24.0,3.417705889583894e-05,0.0,0.0,2022-07-01,16.031537450722734,87.10000000000001,7.258333333333334,-10.8,-2.16,786.0,65.5,316.0,63.2
3328459312.0,407.45,58.207142857142856,56.2,Москва,85713.85885416667,12820.8919270833,12820.8916666667,3205.2252604166297,2025-02-01,2022-02-01,2023-10-01,210.36656977338734,1,7,1,2024-09-01,АО,-29777.0,7.0,1,983500.0,3934000.0,84.0,0.00024357345959462025,3.0,-6923.28,2022-02-14,30.55190538764783,90.3,7.5249999999999995,-16.7,-3.34,752.0,62.666666666666664,264.0,52.8
3328494959.0,66.3,5.5249999999999995,5.1,Москва,15375.0,1281.25,1281.25,0.0,2023-11-01,2020-01-01,2022-11-01,231.9004524886878,0,12,0,2023-10-01,ООО,-15370.0,11.0,1,153000.0,612000.0,48.0,3.789195660190839e-05,0.0,0.0,2014-12-14,105.55190538764782,85.70000000000002,7.141666666666668,-12.200000000000001,-2.4400000000000004,736.0,61.333333333333336,266.0,53.2
